#category,result,item1,item2,item3,item4,item5,item6
お札,加速の札(3),加速薬,ふしぎな紙切れ,,,,
お札,加速の札(2),敵速「メイド・イン・ヘブン」,ふしぎな紙切れ,墨汁,,,
お札,低速の札(3),鈍重薬,ふしぎな紙切れ,,,,
お札,低速の札(3),鈍速薬,ふしぎな紙切れ,墨汁,,,
お札,金縛りの札(3),筋弛緩剤,ふしぎな紙切れ,,,,
お札,幸福の札(2),四葉のクローバー,ふしぎな紙切れ,墨汁,,,
お札,幸福の札(3),しあわせになれるくすり,ふしぎな紙切れ,,,,
お札,不幸の札(2),逆行薬,ふしぎな紙切れ,墨汁,,,
お札,不幸の札(3),退行薬,ふしぎな紙切れ,墨汁,,,
お札,場所がえの札(3),帰還「リターンオブハクレイ」,ふしぎな紙切れ,,,,
お札,場所がえの札(3),微翔薬,遠離の札,転換液,,,
お札,無能の札(3),衰耗液,ふしぎな紙切れ,墨汁,,,
お札,遠離の札(3),蝙蝠の羽,ふしぎな紙切れ,墨汁,,,
お札,遠離の札(3),メントゥス,ふしぎな紙切れ,,,,
お札,囮の札(3),混乱薬,ふしぎな紙切れ,墨汁,,,
お札,招雷の札(3),神技「八方龍殺陣」,ふしぎな紙切れ,,,,
お札,招雷の札(3),照符「ルーム・オブ・ライト」,ふしぎな紙切れ,壊れたソナー,,,
お札,変異の札(3),変性液,ふしぎな紙切れ,墨汁,,,
お札,怨返しの札(3),厄をため込んだお守り,ふしぎな紙切れ,墨汁,,,
お札,怨返しの札(3),呪詛返しの札,濃縮液,転換液,,,
お札,呪詛返しの札(3),あぶない薬,ふしぎな紙切れ,墨汁,,,
お札,八意湿布(2),玉露,ふしぎな紙切れ,墨汁,茶葉,,
お札,八意湿布(2),解毒薬,ふしぎな紙切れ,墨汁,,,
お札,火水木金土日月の札(3),博打「エスポワール」,墨汁,,,,
お札,火水木金土日月の札(3),あぶない薬,ふしぎな紙切れ,,,,
お札,炎上の札(1),火薬,ふしぎな紙切れ,墨汁,,,
お札,炎上の札(2),爆薬,ふしぎな紙切れ,墨汁,,,
お札,旧一万円札(4),ふしぎな紙切れ,墨汁,しあわせになれるくすり,,,
お札,霧散霧消の札(4),雲の切れ端,ふしぎな紙切れ,墨汁,,,
お札,アイテム保護の札(5),ふしぎな紙切れ,お守り「開運除災」,,,,
お札,遺失物の札(1),しあわせになれるくすり,ふしぎな紙切れ,玉ねぎ水晶,,,
薬,緑茶,香草,雑草,,,,
薬,緑茶,みず,ぞうきん,,,,
薬,玉露,茶葉,おいしい水,,,,
薬,玉露,強力液,緑茶,,,,
薬,どくだみ茶,茶葉,薬草,,,,
薬,どくだみ茶,薬草,緑茶,,,,
薬,どくだみ茶,緑茶,解毒薬,,,,
薬,解毒薬,香草,薬草,,,,
薬,解毒薬,あぶない薬,転換液,,,,
薬,ちからの薬,強力液,怪力薬,,,,
薬,みず,火薬,氷塊,,,,
薬,みず,毒薬,解毒薬,,,,
薬,みず,絵の具,漂白剤,,,,
薬,しあわせになれるくすり,四葉のクローバー,四葉のクローバー,,,,
薬,しあわせになれるくすり,ふしぎなアメちゃん大玉,ふしぎなアメちゃん大玉,,,,
薬,怪力薬,おいしい水,強力液,,,,
薬,怪力薬,ちからの薬,あぶない薬,,,,
薬,無敵薬,人魚のうろこ,ハクタクの角,あぶない薬,煌々液,,
薬,無敵薬,八意印の万能薬,蓬莱の薬,,,,
薬,目薬,香草,みず,薬草,,,
薬,目薬,八目鰻,おいしい水,,,,
薬,加速薬,鴉天狗の卵,おいしい水,,,,
薬,加速薬,鈍速薬,転換液,,,,
薬,狂化薬,強力液,あぶない薬,,,,
薬,狂化薬,狂乱「スカーレット・マーカー」,変性液,,,,
薬,毒薬,毒草,おいしい水,,,,
薬,毒薬,転換液,解毒薬,,,,
薬,逆行薬,ハクタクの角,おいしい水,,,,
薬,逆行薬,しあわせになれるくすり,転換液,,,,
薬,混乱薬,毒草,カラフルキノコ,,,,
薬,混乱薬,狂化薬,希釈液,,,,
薬,睡眠薬,おいしい水,香草,雑草,,,
薬,睡眠薬,お酒,カラフルキノコ,,,,
薬,鈍速薬,ぞうきん,雑草,毒草,,,
薬,鈍速薬,転換液,加速薬,,,,
薬,爆薬,あれ,カラフルキノコ,わら,,,
薬,爆薬,あぶない薬,火薬,,,,
薬,海鼠腸,ナマコのお菓子,みず,,,,
薬,お酒,酒虫,おいしい水,,,,
薬,お酒,変性液,みず,おいしい水,,,
薬,紅茶,茶葉,玉露,,,,
薬,紅茶,茶葉,香草,緑茶,,,
薬,紅い液体,衰耗液,蝙蝠の羽,,,,
薬,浮遊薬,微翔薬,煌々液,,,,
薬,浮遊薬,メントゥス,瓶コーラ,強力液,,,
薬,八意印の万能薬,人魚のうろこ,変性液,,,,
薬,八意印の万能薬,蓬莱の薬,転換液,,,,
薬,あぶない薬,みず,あれ,,,,
薬,あぶない薬,ドロドロおはぎ,黒こげワッフル,,,,
薬,あぶない薬,かつて食べものだったモノ,黒こげおはぎ,,,,
薬,飛翔薬「博麗ロケット」,鈍重薬,転換液,,,,
薬,飛翔薬「博麗ロケット」,微翔薬,爆薬,,,,
薬,緑汁,おいしい水,雑草,,,,
薬,緑汁,みず,雑草,,,,
薬,良薬,薬草,薬草,香草,,,
薬,良薬,緑汁,強力液,,,,
薬,活性丹,爆薬,玉露,,,,
薬,活性丹,強力液,火薬,あれ,,,
薬,天眼薬,八目鰻,煌々液,,,,
薬,天眼薬,目薬,目薬,,,,
薬,天眼薬,照符「ルーム・オブ・ライト」,あぶない薬,,,,
薬,P缶,石ころ,強力液,火薬,,,
薬,良缶,良薬,P缶,,,,
薬,緑茶オン・ザ・ロック,緑茶,氷塊,,,,
薬,緑茶オン・ザ・ロック,極大氷塊,おいしい水,,,,
薬,火炎瓶,お酒,火薬,,,,
薬,火炎瓶,爆薬,衰耗液,,,,
薬,筋弛緩剤,カラフルキノコ,煌々液,,,,
薬,筋弛緩剤,怪力薬,転換液,,,,
薬,銘酒,お酒,強力液,,,,
薬,銘酒,お酒,お酒,,,,
薬,銘酒,酒虫,強力液,,,,
薬,退行薬,逆行薬,衰耗液,,,,
薬,退行薬,逆行薬,あぶない薬,,,,
薬,混沌薬,混乱薬,カラフルキノコ,カラフルキノコ,,,
薬,混沌薬,混乱薬,衰耗液,,,,
薬,混沌薬,幻惑「アンキャニーシャイン」,あぶない薬,,,,
薬,爆睡薬,睡眠薬,混乱薬,,,,
薬,爆睡薬,睡眠薬,睡眠薬,強力液,,,
薬,爆睡薬,爆睡「パレッスパーティクル」,あぶない薬,,,,
薬,鈍重薬,鈍速薬,衰耗液,,,,
薬,鈍重薬,超重「プラネット・ズン」,あぶない薬,,,,
薬,鈍重薬,鈍速薬,鈍速薬,,,,
薬,漢方薬「冬虫夏草」,虫の死骸,カラフルキノコ,煌々液,,,
薬,漢方薬「冬虫夏草」,カラフルキノコ,虫の死骸,薬草,強力液,,
薬,蓬莱の薬,月の姫の黄金の水,煌々液,,,,
薬,蓬莱の薬,変性液,八意印の万能薬,,,,
薬,神便鬼毒酒,秘蔵酒「酒呑童子」,変性液,,,,
薬,秘蔵酒「酒呑童子」,銘酒,煌々液,酒虫,,,
薬,紅魔茶「スカーレットデビル」,紅い液体,紅茶,,,,
薬,安眠薬「春ですよ」,爆睡薬,強力液,,,,
薬,安眠薬「春ですよ」,睡眠薬,睡眠薬,鈍速薬,,,
薬,劇薬「スイートポイズン」,鈴蘭の毒,猛毒薬,,,,
薬,劇薬「スイートポイズン」,鈴蘭の毒,煌々液,,,,
薬,禁忌薬「フランドール」,紅魔茶「スカーレットデビル」,怪力薬,,,,
薬,禁忌薬「フランドール」,変性液,狂化薬,狂乱「スカーレット・マーカー」,,,
薬,秘薬「歴史喰い」,しあわせになれるくすり,退行薬,,,,
薬,秘薬「歴史喰い」,逆行薬,退行薬,強力液,,,
薬,乱神薬「三歩必殺」,秘蔵酒「酒呑童子」,煌々液,,,,
薬,水蒸気爆薬,核燃料,強力液,,,,
薬,水蒸気爆薬,爆薬,爆薬,爆薬,みず,,
薬,透過薬「ステルスドリンク」,お化けキューカンバー,おいしい水,,,,
薬,弩級薬「超マッシュルーム」,カラフルキノコ,煌々液,,,,
薬,死出酒「黄泉平坂行路」,桜の花びら,銘酒,,,,
薬,死出酒「黄泉平坂行路」,あれ,かつて食べものだったモノ,放射性物質,お酒,,
薬,入道薬「気化前の雲山」,雲の切れ端,煌々液,,,,
薬,激震薬「先憂後楽」,仙果,煌々液,,,,
薬,日輪酒「花鳥風月」,大輪の向日葵,銘酒,八目鰻,雲の切れ端,月の姫の黄金の水,
薬,日輪酒「花鳥風月」,月輪酒「嘯風弄月」,変性液,,,,
薬,月輪酒「嘯風弄月」,銘酒,鴉天狗の卵,びわ,赤い羽根,蛍光「オールド・ラング・サイン」,
薬,月輪酒「嘯風弄月」,日輪酒「花鳥風月」,変性液,,,,
薬,四季酒「百花繚乱」,大輪の向日葵,桜の花びら,極大氷塊,銘酒,茨木の百薬枡,
薬,猿田彦味酒「幻想風靡」,月輪酒「嘯風弄月」,鴉天狗の卵,,,,
薬,果実酒「みらくる★もーぜ」,ミラクルフルーツ,銘酒,,,,
薬,微翔薬,メントゥス,瓶コーラ,,,,
薬,無情酒「親玉ころし」,黒怨石のかけら,神便鬼毒酒,猛毒薬,劇薬「スイートポイズン」,NTR調整薬,
薬,非情酒「不可侵領域」,黒怨石のかけら,死出酒「黄泉平坂行路」,猛毒薬,禁忌薬「フランドール」,NTRリバース,
薬,キンキンに冷えたビール,お酒,メントゥス,氷塊,,,
薬,ナマコワイン(赤),海鼠腸,銘酒,,,,
薬,化鬼酒「百枡のしずく」,茨木の百薬枡,銘酒,,,,
薬,猛毒薬,毒薬,毒薬,強力液,,,
薬,猛毒薬,あぶない薬,あれ,かつて食べものだったモノ,ドロドロおはぎ,強力液,
薬,カッパ割り,きゅうり,お酒,みず,,,
薬,おゆ,おいしい水,核燃料,NTR調整薬,,,
薬,おゆ,水蒸気爆薬,希釈液,,,,
スペル,照符「ルーム・オブ・ライト」,壊れたソナー,無地のカード,絵の具,,,
スペル,照符「ルーム・オブ・ライト」,八目鰻,無地のカード,,,,
スペル,壁崩「ベルリナー・マウアー」,トンネルのスキマ,無地のカード,,,,
スペル,名づけて「越後ショート！」,米,お酒,無地のカード,,,
スペル,御祓「カーネルサルベージ」,お守り「厄除け」,無地のカード,,,,
スペル,御祓「カーネルサルベージ」,厄いリボン,無地のカード,,,,
スペル,御祓「カーネルサルベージ」,厄をためこんだお守り,無地のカード,,,,
スペル,口封「ジュ・スエテ」,無能の札,無地のカード,,,,
スペル,識別「ググール」,目薬,無地のカード,絵の具,,,
スペル,強化「荒御魂」,強力液,無地のカード,火薬,,,
スペル,硬化「幸御魂」,強力液,無地のカード,溶けた金属,,,
スペル,敵速「メイド・イン・ヘブン」,メイド長の懐中時計,無地のカード,,,,
スペル,爆睡「パレッスパーティクル」,睡眠薬,無地のカード,,,,
スペル,超重「プラネット・ズン」,鈍速薬,無地のカード,,,,
スペル,忘却「ネオラライザー」,歴史喰いの史書,無地のカード,,,,
スペル,厄除「サーディーンヘッド」,お守り「厄除け」,無地のカード,,,,
スペル,厄除「サーディーンヘッド」,厄いリボン,無地のカード,濃縮液,,,
スペル,妖館「レジデント・イーブル」,魍魎のスキマ,無地のカード,絵の具,,,
スペル,罠符「死の通路」,ガラクタ,無地のカード,,,,
スペル,増大「ピロルスの解放」,キンキンに冷えたビール,越後ショート,爆弾おはぎ,無地のカード,,
スペル,増大「ピロルスの解放」,キンキンに冷えたビール,越後ショート,日の丸おはぎ,無地のカード,,
スペル,悪夢「臨月天光」,閻魔様の審判帳,無地のカード,,,,
スペル,博打「エスポワール」,あぶない薬,無地のカード,NTR調整薬,ガラクタ,,
スペル,水没「サブマージプリンス」,おいしい水,みず,無地のカード,,,
スペル,根絶「-その瞬間であった-」,水蒸気爆薬,無地のカード,,,,
スペル,狂乱「スカーレット・マーカー」,狂化薬,強力液,無地のカード,,,
スペル,復活「乙事主の雄叫び」,謹製・みがわり人形,無地のカード,,,,
スペル,復活「乙事主の雄叫び」,緑汁,無地のカード,,,,
スペル,神霊「夢想封印」,P缶,無地のカード,絵の具,,,
スペル,神技「八方龍殺陣」,良缶,無地のカード,,,,
スペル,神技「八方龍殺陣」,P缶,無地のカード,絵の具,,,
スペル,帰還「リターンオブハクレイ」,飛翔薬「博麗ロケット」,無地のカード,,,,
スペル,帰還「リターンオブハクレイ」,お守り「無病息災」,無地のカード,NTR燃料,,,
スペル,帰還「リターンオブハクレイ」,お守り「家内安全」,無地のカード,NTR燃料,,,
スペル,帰還「リターンオブハクレイ」,お守り「合格祈願」,無地のカード,NTR燃料,,,
スペル,幻惑「アンキャニーシャイン」,混乱薬,無地のカード,絵の具,,,
スペル,幻惑「アンキャニーシャイン」,混沌薬,変性液,,,,
スペル,蛍光「オールド・ラング・サイン」,月時計,狂乱「スカーレット・マーカー」,,,,
スペル,炎符「太乙真火」,火炎瓶,無地のカード,,,,
スペル,大火の改新,P缶,無地のカード,絵の具,,,
スペル,大火の改新,炎上の札,無地のカード,,,,
スペル,竜巻「天孫降臨の道しるべ」,遠離の札,無地のカード,,,,
スペル,突符「天狗のマクロバースト」,加速の札,変性液,,,,
スペル,牙符「咀嚼玩味」,白狼天狗の毛,無地のカード,絵の具,,,
スペル,山窩「エクスペリーズカナン」,犬の毛,無地のカード,強力液,,,
スペル,奇跡「白昼の客星」,エクレア,無地のカード,絵の具,,,
スペル,奇跡「ファフロッキーズの軌跡」,エクレア,無地のカード,強力液,,,
スペル,星符「サテライトイリュージョン」,石ころ,煌々液,無地のカード,,,
スペル,妖器「ダークスパーク」,カラフルキノコ,松茸,無地のカード,,,
スペル,転移「ディメンション・コネクト」,場所がえの札,変性液,献身の印,,,
スペル,更地「ジャイアントローラー」,霧散霧消の札,無地のカード,水蒸気爆薬,,,
スペル,浄化「プラズモンクラスター」,八意湿布,無地のカード,玉露,,,
スペル,吸引「ゴールドレイン」,吸い寄せのスキマ,無地のカード,増大「ピロルスの解放」,あれ,,
スペル,罠解「マッスルソルビング」,怪力薬,無地のカード,天眼薬,,,
スペル,光霊「神霊宝珠」,神霊「夢想封印」,神技「八方龍殺陣」,最も凶悪なびっくり巫女玉,,,
スペル,禁忌「禁じられた遊び」,無地のカード,狂化薬,蝙蝠の羽,,,
スペル,禁忌「レーヴァテイン」,無地のカード,炎上の札,火薬,,,
スペル,銀符「シルバーバウンド」,無地のカード,紅茶,ぞうきん,,,
スペル,傷魂「ソウルスカルプチュア」,無地のカード,溶けた金属,黒曜石のかけら,,,
スペル,戦操「ドールズウォー」,無地のカード,毛糸,NTR因子No.44,,,
スペル,試験中「ゴリアテ人形」,無地のカード,わら,強力液,,,
スペル,「アビスノヴァ」,無地のカード,爆薬,強力液,,,
スペル,爆符「ペタフレア」,無地のカード,火薬,煌々液,,,
スペル,祟り神「赤口さま」,無地のカード,おいしい水,呪詛返しの札,,,
スペル,開宴「二拝二拍一拝」,無地のカード,墨汁,神気玉,,,
スペル,怨霊「入鹿の雷」,無地のカード,怨返しの札,強力液,,,
スペル,雷矢「ガゴウジサイクロン」,無地のカード,溶けた金属,召雷の札,,,
スペル,汎用「スペルカード入門」,無地のカード,石ころ,雑草,,,
スペル,＊猿の手よ！敵を握りつぶせ！＊,無地のカード,獣の毛,動物の皮,,,
スペル,龍符「ドラゴンズグロウル」,無地のカード,強力液,濃縮液,,,
スペル,「ルナライトキャノン」,無地のカード,火薬,強力液,,,
スペル,「メカ・ラビットちゃん★大行進」,無地のカード,狂化薬,,,,
スペル,心花「カメラシャイローズ」,無地のカード,石ころ,黒曜石のかけら,,,
スペル,想起「テリブルスーヴニール」,無地のカード,火水木金土日月の札,混乱薬,,,
スペル,憂面「杞人地を憂う」,無地のカード,薬草,香草,,,
スペル,憑依「喜怒哀楽ポゼッション」,無地のカード,衰耗液,墨汁,,,
スペル,地震「先憂後楽の剣」,無地のカード,召雷の札,NTR因子No.44,変性液,,
スペル,要石「天地開闢プレス」,無地のカード,石ころ,神気玉,,,
スペル,凍符「パーフェクトフリーズ」,無地のカード,氷塊,強力液,,,
スペル,吹氷「アイストルネード」,無地のカード,氷塊,転換液,,,
スペル,四精「フォーフェアリーズ」,無地のカード,火水木金土日月の札,,,,
スペル,気精「オールウェザーフェアリー」,無地のカード,召雷の札,,,,
お菓子,おはぎ,米,強力液,,,,
お菓子,大きいおはぎ,おはぎ,強力液,,,,
お菓子,特大おはぎ,大きいおはぎ,大きいおはぎ,,,,
お菓子,特製おはぎ,特大おはぎ,煌々液,,,,
お菓子,焼きたけのこ,たけのこ,火薬,,,,
お菓子,くろぐろとしたきのこ,きのこのホイル焼き,火薬,,,,
お菓子,焼きおはぎ,おはぎ,火薬,,,,
お菓子,越後ショート,エクレア,お酒,米,,,
お菓子,ミラクルフルーツ,特製おはぎ,カカオの種,ぶどうの種,バナナの種,みかんの種,
お菓子,爆弾おはぎ,おはぎ,爆薬,,,,
お菓子,日の丸おはぎ,おはぎ,解毒薬,,,,
お菓子,焼きヤツメウナギワッフル,エクレア,玉露,,,,
お菓子,幻想郷一辛いワッフル,エクレア,食べるラー油,,,,
お菓子,みらくる★ワッフルDX,ミラクルフルーツ,ふしぎなアメちゃん大玉,名づけて「越後ショート！」,,,
お菓子,オータムシスターパフェ,みらくる★ワッフルDX,椿の種,ぶどうの種,みかんの種,バナナの種,カカオの種
お菓子,ヤマメサンデー,ミラクルフルーツ,筋弛緩剤,ふしぎなアメちゃん大玉,土蜘蛛ウイルス,クモの巣型のかざり,
お菓子,でっかいワッフルMAX-G,みらくる★ワッフルDX,ヤマメサンデー,オータムシスターパフェ,神気玉,カエルの氷漬け,冬眠したヘビ
お菓子,夢と魔法のソフトクリームDX,ナマコのお菓子,キンキンに冷えたビール,NTR燃料,猿田彦味酒「幻想風靡」,緑のバナナの皮,お化けキューカンバー
お菓子,夢と魔法のポップ★コーン,ミラクルフルーツ,ナマコワイン（赤）,NTR燃料,四季酒「百花繚乱」,緑のバナナの皮,お化けキューカンバー
お菓子,ナイフショコラ,エクレア,ナイフ,,,,
お菓子,狗賓餅,白狼天狗の剛毛,特製おはぎ,,,,
お菓子,エクレア,びわ,八つ橋,変性液,,,
お菓子,クワノミ★スイート★DX,ナイフショコラ,ぶどう&br;（防具）,,,,
